"cv_0","pa","lon","lat","PC1","PC2","PC3","PC4","PC5"
2,1,-47.6504565044305,-16.7337407982094,-0.210727155208588,-0.228080168366432,-1.44013106822968,1.19009792804718,0.20523901283741
4,1,-48.081667,-15.94305,-0.198657542467117,-0.134347751736641,-1.3773580789566,0.771496474742889,0.555914103984833
1,1,-47.73,-15.8,-0.166313722729683,-0.49634000658989,-1.29950368404388,0.748874664306641,0.506164848804474
2,1,-47.6,-16.72289,-0.214354395866394,-0.164944127202034,-1.44402611255646,1.20099759101868,0.191775053739548
3,1,-47.57186,-16.75,-0.222021162509918,-0.120993189513683,-1.44749784469604,1.23298966884613,0.171836733818054
3,1,-47.439998626709,-19.8652992248535,0.346012026071548,0.217235878109932,-0.947773516178131,1.67535054683685,0.910825550556183
1,1,-46.3657989501953,-20.2453002929688,-0.234181195497513,0.206678047776222,-0.575518667697906,2.08230423927307,0.724675834178925
2,1,-54.4738998413086,-16.6231002807617,0.425760537385941,-1.35094332695007,-0.0178474429994822,1.64129638671875,0.698151409626007
3,1,-47.872417,-15.945833,-0.261704295873642,-0.172436892986298,-1.3306919336319,0.913650214672089,0.477003455162048
3,1,-47.65,-16.73,-0.209331184625626,-0.131327673792839,-1.49460279941559,1.18893527984619,0.20865535736084
3,1,-51.7144012451172,-17.8813991546631,0.592799961566925,-0.605477094650269,-0.596750736236572,1.55731868743896,0.736501157283783
1,1,-51.9622001647949,-18.3061008453369,0.474147528409958,-0.503002941608429,-0.584620654582977,1.43359851837158,0.650189578533173
1,1,-43.5080986022949,-20.2875003814697,-0.252131879329681,0.690867602825165,-0.986467778682709,1.66861462593079,0.703611075878143
3,0,-45.4291666663333,-20.0624999998652,-0.415215522050858,-0.211689859628677,-0.535233795642853,1.93604791164398,0.542697548866272
1,0,-43.170833333,-20.5624999998671,-0.550362646579742,0.307056128978729,-0.660999834537506,1.40359306335449,0.694653928279877
1,0,-56.6874999996667,-14.5708333331779,0.96331912279129,-1.37699294090271,-0.540725529193878,1.13021576404572,1.12114608287811
1,0,-51.1041666663333,-16.5208333331852,0.541412115097046,-1.31673312187195,-0.726527452468872,0.979600310325623,0.470525771379471
4,0,-57.245833333,-15.6458333331819,0.500330686569214,-1.26848542690277,-0.0514452047646046,0.907832860946655,1.26428318023682
2,0,-48.1624999996667,-17.4624999998554,0.028873186558485,-0.823214709758759,-0.835528612136841,1.78449726104736,0.666292309761047
2,0,-48.4624999996667,-11.420833333166,0.738826870918274,-2.00592923164368,-0.789111256599426,0.821156620979309,0.525995254516602
1,0,-45.9624999996667,-15.304166666514,0.752561032772064,-1.21180474758148,-1.37888789176941,2.37517714500427,-0.181010350584984
3,0,-53.1041666663333,-18.7458333331936,0.307900339365005,-0.241931825876236,-0.372946381568909,1.17799913883209,0.550814092159271
1,0,-49.8624999996667,-15.8791666665161,0.614769101142883,-0.961095452308655,-1.01246154308319,0.864292919635773,0.514208078384399
2,0,-42.6874999996667,-19.487499999863,-0.252238929271698,0.196009710431099,-0.802009582519531,1.33154654502869,0.668448507785797
4,0,-51.220833333,-12.4541666665033,1.14562356472015,-2.45319890975952,-0.696882128715515,0.991702854633331,0.477175235748291
3,0,-55.7374999996667,-14.4791666665109,0.88698536157608,-1.33790457248688,-0.635154962539673,1.32487547397614,1.07209599018097
1,0,-42.8791666663333,-17.7708333331899,-0.807477235794067,-0.408572852611542,-1.18924474716187,1.04264211654663,0.755540668964386
1,0,-48.3291666663333,-11.8624999998344,0.706859588623047,-2.10870313644409,-0.882210671901703,0.861039519309998,0.466854929924011
3,0,-42.4291666663333,-22.570833333208,-0.0713817626237869,-0.0535122975707054,0.163363665342331,-0.224953755736351,1.13577365875244
4,0,-53.3624999996667,-20.7791666665346,0.364434897899628,-0.685733258724213,0.476290553808212,0.51003885269165,0.958094358444214
1,0,-52.545833333,-20.6541666665341,0.0949148312211037,-0.810827434062958,0.378898680210114,0.538626074790955,0.958291053771973
2,0,-51.0874999996667,-17.79583333319,0.404971808195114,-0.495818495750427,-0.980841517448425,1.14275467395782,0.465782016515732
1,0,-54.5791666663333,-16.0291666665167,0.352906942367554,-1.03074336051941,-0.296068429946899,1.73817336559296,0.792902112007141
4,0,-47.745833333,-12.4041666665031,0.204504877328873,-2.23306465148926,-0.848777532577515,0.737748086452484,0.529119074344635
3,0,-45.720833333,-12.8041666665046,0.134764924645424,-1.96960961818695,-1.24171054363251,0.501776218414307,0.468187600374222
3,0,-54.6374999996667,-16.1208333331837,0.383279532194138,-1.14289164543152,-0.239694491028786,1.67169988155365,0.79616504907608
4,0,-51.870833333,-16.195833333184,0.418228387832642,-1.72312939167023,-0.47561052441597,0.987435042858124,0.378627628087997
4,0,-48.1041666663333,-16.6624999998524,0.00260009826160967,-0.357974886894226,-1.34723198413849,1.05075263977051,0.353078603744507
1,0,-54.3291666663333,-21.0791666665357,0.535580337047577,-0.475309163331985,0.643878281116486,0.337947010993958,0.905664026737213
1,0,-50.145833333,-13.0958333331723,0.886975884437561,-2.09327960014343,-0.924458801746368,0.87786078453064,0.514293909072876
4,0,-41.9041666663333,-18.1541666665247,-0.423751503229141,-0.676460564136505,-0.672005355358124,0.473661124706268,0.87837290763855
1,0,-49.5374999996667,-13.8208333331751,0.682014882564545,-2.07324266433716,-0.780716598033905,0.782903730869293,0.578559160232544
3,0,-47.6291666663333,-15.14583333318,-0.160482913255692,-0.351699143648148,-1.47068953514099,0.702178597450256,0.591283440589905
4,0,-48.895833333,-20.6624999998675,-0.0283607169985771,-1.04560780525208,-0.446165829896927,1.33281433582306,0.829650104045868
4,0,-50.7041666663333,-16.8041666665196,0.591575384140015,-1.20387303829193,-0.81918603181839,0.972480595111847,0.474782347679138
2,0,-46.9374999996667,-13.6958333331746,0.504997491836548,-1.85779416561127,-1.10447561740875,0.483051955699921,0.719435751438141
3,0,-52.7791666663333,-12.562499999837,0.604500949382782,-1.95133399963379,-0.751373112201691,1.3825398683548,0.293001800775528
1,0,-44.895833333,-20.537499999867,-0.356347680091858,0.00177675776649266,-0.783387184143066,1.95052897930145,0.6216841340065
2,0,-55.2791666663333,-13.6958333331746,0.97372829914093,-1.16343712806702,-0.95732319355011,2.25164675712585,0.889221489429474
4,0,-43.420833333,-19.4708333331963,-0.184704259037971,0.499952226877213,-1.03998696804047,1.95637965202332,0.520889341831207
4,0,-49.570833333,-15.6374999998486,0.589682102203369,-1.24209022521973,-0.898641049861908,0.765091180801392,0.521445751190186
1,0,-44.1124999996667,-21.0708333332023,-0.347029626369476,0.747647881507874,-1.01983892917633,1.73576641082764,0.687502443790436
